"GTEX.11DXY.0526.SM.5EGGQ" "GTEX.11DXZ.0126.SM.5EGGY" "GTEX.11EQ9.0526.SM.5A5JZ" "GTEX.11GSP.0626.SM.5986T" "GTEX.11NUK.1226.SM.5P9GM" "GTEX.11NV4.1326.SM.5HL6V" "GTEX.11OF3.0726.SM.5BC4Z" "GTEX.11TT1.1726.SM.5EQLJ" "GTEX.11TUW.1726.SM.5BC5C" "GTEX.11WQC.0726.SM.5EQMR" "GTEX.11ZTS.1426.SM.5EQMM" "GTEX.11ZUS.2526.SM.59872" "GTEX.11ZVC.0726.SM.5FQT9" "GTEX.1212Z.0226.SM.59HLF" "GTEX.12696.0826.SM.5EGGE" "GTEX.1269C.0626.SM.5FQSS" "GTEX.12KS4.1326.SM.5LUB3" "GTEX.12WSD.1426.SM.5GCN9" "GTEX.12WSG.0626.SM.5FQTQ" "GTEX.12WSI.0226.SM.5GCNA"
"ENSG00000243321" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"ENSG00000241143" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000241048" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244541" 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000243550" 6 4 2 2 0 1 5 2 0 3 4 3 9 4 2 0 2 1 1 6
"ENSG00000196428" 969 692 1283 2779 1965 1577 1069 1665 12531 1924 3461 1290 2755 1651 1122 3341 1908 2103 1549 1113
"ENSG00000120742" 5024 3367 8444 5709 4858 7381 7091 17139 6584 12796 10325 5444 8564 5632 9224 14728 9485 5751 9164 6541
"ENSG00000144895" 1230 1132 2984 1330 1590 1895 1361 3858 2805 2266 1925 1070 1961 1108 2480 2396 2203 1740 3497 1399
"ENSG00000198843" 1997 1579 3045 1227 2277 2667 2578 3553 2521 3354 3874 1809 2570 1725 2201 3567 2261 2211 4021 2445
"ENSG00000271711" 0 0 2 2 0 0 2 0 2 2 2 1 0 0 0 4 1 0 0 0
"ENSG00000163645" 4 0 0 0 2 7 0 0 2 2 2 3 2 0 0 3 2 2 4 0
"ENSG00000240137" 4 8 6 3 8 24 11 10 6 17 21 2 6 8 16 5 21 14 18 12
"ENSG00000244668" 7 3 2 0 6 11 1 0 0 9 2 5 2 0 2 3 4 4 0 0
"ENSG00000181788" 1899 1190 1551 3790 3790 3036 1927 1177 1672 4569 7040 2140 2688 3664 1108 6702 4635 6163 1527 2111
"ENSG00000244265" 1 12 5 1 5 7 4 4 0 9 8 4 5 7 2 2 9 9 9 2
"ENSG00000239265" 6 0 1 14 6 62 69 0 0 22 126 6 56 2 0 88 0 107 5 2
"ENSG00000214237" 0 0 0 1 0 2 0 0 0 2 1 0 1 0 0 0 6 0 1 1
"ENSG00000243273" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000244382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163646" 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000144893" 2 11 7 0 2 5 0 20 14 10 13 1 3 2 2 16 7 18 50 3
"ENSG00000199994" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000174946" 17 12 42 27 59 49 18 13 12 12 16 22 8 35 8 47 39 82 63 22
"ENSG00000174944" 8 2 2 8 16 2 14 4 8 0 14 2 1 6 0 12 10 9 10 12
"ENSG00000239570" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000138271" 4 0 4 1 0 1 0 2 0 2 4 2 3 3 4 3 2 0 0 0
"ENSG00000181631" 22 211 174 32 29 30 32 30 30 106 70 20 30 40 33 64 59 146 113 34
"ENSG00000169313" 0 45 31 16 4 2 1 4 1 13 1 0 0 7 0 5 3 13 8 6
"ENSG00000152580" 23 21 80 29 91 43 62 16 12 50 25 20 41 23 2 52 45 44 30 289
"ENSG00000242810" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000242119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264330" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222833" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241151" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197953" 4 0 0 6 0 2 3 0 0 1 0 2 2 4 0 2 0 2 4 2
"ENSG00000242908" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000242097" 0 0 2 0 0 2 0 0 1 0 0 2 1 0 0 0 0 0 0 0
"ENSG00000240602" 166 55 85 53 167 186 164 20 76 382 87 80 88 106 52 45 96 426 14 110
"ENSG00000250271" 13 0 0 11 33 37 18 2 0 23 11 2 14 9 2 5 6 13 0 18
"ENSG00000114771" 6015 7436 19610 2980 3459 6090 4980 1594 7520 6320 5977 2609 5333 8418 4009 6012 9478 11811 2335 4287
"ENSG00000198829" 46 139 157 53 30 91 98 10 18 159 179 79 107 104 54 150 144 307 37 34
"ENSG00000239941" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"ENSG00000152601" 3622 2021 3071 2655 3704 4207 3699 1839 2909 3895 6147 2803 3102 1868 2544 4235 3385 2900 3199 2809
"ENSG00000229619" 28 23 33 35 14 31 16 48 15 24 40 48 31 7 16 43 38 46 37 23
"ENSG00000221962" 2 4 2 24 11 8 0 0 6 4 9 6 6 12 4 2 3 15 5 4
"ENSG00000201217" 0 2 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"ENSG00000243305" 16 8 11 6 11 14 16 17 8 7 13 1 9 12 2 6 4 8 11 4
"ENSG00000244545" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242561" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169860" 17 14 93 22 15 12 17 31 14 88 24 16 25 11 24 40 22 19 39 59
"ENSG00000241810" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241671" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000244268" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000181467" 444 486 715 477 492 381 234 750 5028 630 989 246 410 281 364 445 638 560 1590 547
"ENSG00000265813" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000241220" 0 5 0 0 0 5 0 0 0 0 0 0 4 0 0 0 1 2 1 2
"ENSG00000241912" 0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0
"ENSG00000238755" 0 2 1 6 0 0 1 0 0 2 0 0 0 1 0 0 2 2 2 0
"ENSG00000243012" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207323" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237787" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200162" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243486" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201398" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240068" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000243069" 40 26 17 40 67 27 24 2 0 18 52 18 27 23 11 4 46 22 7 24
"ENSG00000114790" 3901 2326 3413 1257 5275 2283 2584 689 394 1751 7521 1423 5499 1825 2266 1978 2140 2604 1875 1915
"ENSG00000174953" 930 867 2192 863 1271 1058 1182 2091 1536 1037 1712 688 1030 770 876 1101 918 1230 1857 897
"ENSG00000271922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000174948" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240048" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 1 0
"ENSG00000243861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243154" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242151" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240601" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243969" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243953" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000196549" 5011 2156 2156 1055 4590 5187 3589 268 737 2039 3275 2002 2092 960 670 1125 642 2040 516 1659
"ENSG00000240666" 5 0 2 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0
"ENSG00000241336" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240045" 3 1 10 6 15 10 9 2 7 6 3 4 10 3 4 6 0 3 4 1
"ENSG00000242790" 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000239443" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000114805" 12 14 8 37 14 4 0 2 6 26 6 16 7 14 2 20 36 14 29 10
"ENSG00000243518" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242152" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000272096" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239508" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242925" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239212" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214919" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241307" 2 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 2 0 1 0
"ENSG00000174928" 180 116 146 129 147 210 100 159 140 182 212 103 142 107 129 187 154 109 205 139
"ENSG00000169359" 1758 1043 2847 2164 2000 2719 1971 2415 1462 4214 2845 1868 2721 1490 2983 4933 2313 1542 1916 1598
"ENSG00000163655" 679 668 1607 586 710 739 621 2081 1334 1118 817 424 780 584 819 1023 1091 857 1930 657
"ENSG00000240489" 5 2 15 5 2 1 8 17 8 5 3 2 1 2 2 6 5 6 8 2
"ENSG00000174930" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000169282" 17 82 66 39 34 38 41 17 36 87 38 23 45 31 34 41 50 37 32 32
"ENSG00000242017" 0 6 2 0 2 0 2 0 2 0 0 0 2 1 3 2 0 2 2 0
"ENSG00000242537" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000227709" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240596" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272990" 37 23 28 25 32 76 48 7 15 44 38 52 38 29 103 21 42 12 30 39
"ENSG00000114850" 1551 1863 6345 2638 2362 2487 2984 11257 5883 4050 3847 1533 3318 2742 4888 5157 4161 2488 7314 3345
"ENSG00000243926" 97 41 46 19 68 70 36 14 12 22 108 58 27 37 36 22 19 54 39 32
"ENSG00000163659" 632 595 1146 1289 1566 977 904 977 7327 665 1767 1336 606 970 331 984 1764 888 3552 786
"ENSG00000174912" 26 9 9 1 20 13 8 12 10 17 8 4 19 12 2 23 6 11 6 8
"ENSG00000240875" 328 166 82 89 292 192 138 26 12 196 173 198 242 81 28 136 77 132 58 114
"ENSG00000230457" 14 11 12 24 92 48 18 22 12 37 38 26 33 14 33 45 20 16 18 7
"ENSG00000197980" 23 8 14 32 36 36 13 15 48 19 25 45 36 21 20 6 20 35 11 20
"ENSG00000241879" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239706" 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0
"ENSG00000222499" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243629" 13 0 9 4 6 18 10 2 2 4 4 15 8 3 2 2 3 2 4 10
"ENSG00000241544" 35 11 0 4 15 29 8 5 14 7 6 16 2 8 0 2 8 3 11 5
"ENSG00000241135" 6 2 6 5 3 7 6 2 0 5 5 4 21 1 0 0 2 2 8 16
"ENSG00000163660" 4593 2795 5899 10707 11104 10547 6553 4460 14700 6133 12601 7290 8778 5534 4635 11367 6732 5829 6961 4152
"ENSG00000201778" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244515" 64 30 98 36 66 68 17 148 36 54 24 44 82 39 64 7 64 29 39 41
"ENSG00000241770" 2 0 11 1 4 18 5 23 8 7 7 11 18 1 4 5 11 5 7 6
"ENSG00000222675" 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 2 0 0 0
"ENSG00000243176" 4 5 5 1 5 14 3 11 1 3 13 13 20 2 1 11 8 4 14 0
"ENSG00000270981" 2 4 2 0 0 2 2 0 0 2 0 0 0 0 2 1 0 1 0 2
"ENSG00000197415" 29 29 76 45 48 29 32 10 10 101 60 24 30 33 16 29 54 19 36 87
"ENSG00000163661" 9 7 12 21 14 21 14 229 39 26 47 2 20 9 5 10 21 40 42 18
"ENSG00000174899" 2 0 3 6 0 0 0 0 0 2 0 2 0 0 0 2 4 2 2 0
"ENSG00000251751" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000239716" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242536" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168779" 2 2 0 2 0 2 1 2 4 2 0 0 8 6 2 2 4 7 1 4
"ENSG00000174891" 164 265 516 217 247 229 231 348 257 271 421 164 244 207 204 351 412 301 562 228
"ENSG00000241723" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243314" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000243150" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000178053" 4 20 34 52 20 26 10 24 11 30 32 6 16 18 10 44 34 28 25 38
"ENSG00000243025" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243165" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168827" 1647 1822 4229 815 2095 2083 2327 3864 2823 2449 3504 1456 2774 1390 3431 3314 1923 1832 3543 1886
"ENSG00000079257" 32 65 70 37 46 37 10 170 99 127 46 17 27 49 51 53 141 52 109 178
"ENSG00000272087" 3 8 17 12 4 5 2 20 28 11 21 1 9 3 3 11 0 5 16 9
"ENSG00000272440" 2 6 2 9 0 13 10 4 11 14 14 4 21 6 12 23 18 9 2 3
"ENSG00000118849" 55 75 159 59 98 86 50 171 168 181 122 53 53 69 79 225 87 124 355 149
"ENSG00000240207" 19 4 15 23 9 6 36 18 4 33 20 13 15 7 9 43 33 10 34 12
"ENSG00000118855" 942 1391 2934 823 1063 1103 1014 1996 1115 1560 1909 811 1139 960 1018 1602 1169 1431 2876 1112
"ENSG00000243675" 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 1 2 1 1
"ENSG00000271778" 13 0 1 6 2 15 3 0 1 17 11 2 11 3 5 17 2 5 5 8
"ENSG00000272247" 2 2 0 6 2 4 8 0 0 0 0 2 0 0 3 0 0 0 6 4
"ENSG00000232374" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0
"ENSG00000250588" 22 23 102 58 32 54 18 69 63 83 49 51 34 61 11 61 43 60 61 28
"ENSG00000214216" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000263634" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244249" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243116" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0
"ENSG00000241211" 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 2 0 0 0
"ENSG00000252763" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264146" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000151967" 1 0 1 0 7 1 0 0 9 2 0 2 5 0 0 2 4 0 7 3
"ENSG00000244040" 1 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000168811" 0 2 0 4 4 6 4 0 10 7 2 0 1 2 0 0 14 2 4 2
"ENSG00000242107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184100" 0 8 8 5 1 2 1 6 2 1 3 5 1 5 4 3 7 1 6 3
"ENSG00000180044" 5 17 32 5 7 3 0 3 1 48 16 1 24 6 13 31 45 6 11 4
"ENSG00000068885" 628 455 798 968 552 736 713 307 154 817 1047 390 747 484 550 957 514 705 675 633
"ENSG00000243687" 0 0 2 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000113810" 246 393 1043 442 357 390 292 834 608 419 598 141 550 287 481 505 686 564 692 304
"ENSG00000207779" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198987" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213186" 35 29 54 54 52 29 29 39 29 35 52 12 43 25 38 32 44 44 30 45
"ENSG00000244009" 1 0 0 0 1 1 0 0 3 1 0 1 0 0 0 1 2 1 1 2
"ENSG00000238427" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186432" 1609 1295 3294 1200 1700 1896 1829 4887 4057 2682 3191 1150 1850 1338 1702 3041 1688 1670 4093 1866
"ENSG00000238741" 10 2 6 10 10 18 6 2 11 10 16 10 8 2 4 17 2 4 2 4
"ENSG00000229320" 157 83 83 56 217 251 162 244 71 204 235 184 205 87 181 251 174 124 260 141
"ENSG00000242285" 0 2 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000179674" 0 4 11 0 4 4 2 28 164 6 0 0 6 0 25 4 22 2 168 10
"ENSG00000207084" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260572" 57 34 16 13 55 64 72 5 1 20 38 55 30 20 36 18 22 8 23 37
"ENSG00000163590" 530 413 803 236 305 268 412 568 530 568 845 294 410 182 398 769 277 433 694 366
"ENSG00000169255" 26 54 43 49 61 33 44 22 14 98 50 32 41 36 31 73 74 84 83 105
"ENSG00000169251" 2308 1855 3154 1956 4045 2655 2936 2361 1844 2379 4752 1856 3071 2251 1743 2859 2031 2316 2914 1666
"ENSG00000271052" 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0
"ENSG00000240138" 2 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243838" 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 2
"ENSG00000196542" 39 7 10 13 80 6 14 6 2 4 48 22 20 5 12 10 10 16 2 32
"ENSG00000240567" 22 5 0 19 2 20 16 0 0 7 8 9 22 8 2 16 26 0 2 6
"ENSG00000269888" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234851" 3 2 12 5 13 9 8 9 16 3 5 4 3 6 19 5 22 4 4 5
"ENSG00000182447" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240354" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241874" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243044" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241168" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244571" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241369" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240792" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265090" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214210" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221251" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241636" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241767" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2
"ENSG00000090402" 0 0 2 6 0 0 1 2 0 2 2 4 0 0 6 0 3 4 2 2
"ENSG00000200052" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239205" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000121871" 283 961 69 16 253 87 19 287 49 43 978 238 58 32 186 4 371 2 18 34
"ENSG00000244128" 24 7 0 3 4 5 2 0 0 0 2 17 7 3 0 0 5 0 0 0
"ENSG00000114200" 4074 4631 1956 1536 5437 7319 3316 127 1053 3038 7000 2111 1893 2618 916 1871 1675 6727 575 952
"ENSG00000242178" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240084" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240824" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242456" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242326" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244429" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244321" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251759" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224962" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0
"ENSG00000240458" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231516" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240033" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000220343" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000169064" 0 0 0 0 0 0 0 0 0 1 1 0 4 0 0 3 4 2 0 0
"ENSG00000241669" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000114204" 1 2 0 0 0 8 7 0 2 2 0 0 0 6 2 0 2 4 0 2
"ENSG00000174776" 0 0 0 3 1 0 2 0 2 2 2 0 0 0 0 0 3 0 0 4
"ENSG00000114209" 578 459 937 356 565 554 670 1594 1135 589 960 382 651 379 528 876 796 542 1250 550
"ENSG00000241120" 0 2 2 1 2 3 2 8 3 2 0 2 2 2 5 1 0 1 5 0
"ENSG00000163536" 25 47 32 74 46 56 51 32 15 50 57 20 33 37 10 81 83 61 65 89
"ENSG00000242924" 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000244214" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000244706" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240292" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239238" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244227" 4 0 1 6 4 2 10 0 0 2 2 10 2 1 0 2 0 2 2 5
"ENSG00000242036" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000173905" 3478 3463 4250 1881 3093 3071 3954 3072 1388 5018 5626 1992 3888 2088 2654 4706 2765 3433 2762 2172
"ENSG00000266363" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206120" 2 5 1 6 14 0 0 1 0 8 73 0 1 0 0 0 8 2 4 0
"ENSG00000241882" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222357" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207717" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226765" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231688" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000242268" 0 0 0 0 2 0 0 0 0 0 4 0 0 3 0 0 0 1 0 0
"ENSG00000272797" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2
"ENSG00000273177" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000241383" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000085276" 26 127 139 180 216 82 66 145 117 171 43 29 73 94 245 56 99 82 237 174
"ENSG00000241479" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000213178" 24 24 20 17 18 16 13 18 14 9 10 21 19 25 46 10 17 13 23 19
"ENSG00000242795" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244381" 0 0 0 0 0 0 1 1 0 0 0 0 1 0 2 0 0 0 0 0
"ENSG00000206777" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270141" 2 0 0 0 2 0 0 11 2 0 0 0 0 1 2 0 2 2 8 0
"ENSG00000184378" 88 82 103 72 69 164 60 378 64 102 63 55 92 169 78 130 88 75 252 36
"ENSG00000269889" 3 3 0 0 2 4 2 0 0 1 3 0 0 1 0 3 4 3 1 1
